subject,fold,component,heldout_correlation,train_singular_value,fold_empirical_p
5,1,17,0.10558637526442903,0.4092309925331299,
5,1,18,0.08353864813453561,0.40359771117387166,
5,1,19,0.13559907204079694,0.398989702328881,
5,1,20,-0.08701033405699687,0.39443242044886345,
5,2,1,0.7115239267039792,0.7735026310066555,
5,2,2,0.640611025835807,0.7280161441816027,
5,2,3,0.5724528820457715,0.7084660578734752,
5,2,4,0.47079418706259174,0.63838014743072,
5,2,5,0.42204879144526786,0.5936508371131622,
5,2,6,0.36105262666937904,0.5664439677670656,
5,2,7,0.2966425900490341,0.5226869742115862,
5,2,8,0.1572490906993586,0.5106618068292704,
5,2,9,0.2420754123769353,0.50414793578948,
5,2,10,0.17023513583774125,0.4908526342154743,
5,2,11,0.18037331401331572,0.46900516179504015,
5,2,12,0.14946195174531518,0.45474077158417414,
5,2,13,0.2042840263888263,0.43697075355843645,
5,2,14,0.18669023319879105,0.43299678990453244,
5,2,15,0.07809350088559215,0.41854850072105093,
5,2,16,0.09233622792262305,0.4141914631463954,
5,2,17,0.12529621894011048,0.40437514399874036,
5,2,18,0.17552332621456723,0.3945830864147004,
5,2,19,0.04720535585787971,0.38829241095249667,
5,2,20,0.14484367600294884,0.379891045834064,
5,3,1,0.6847561726225989,0.7766728487224667,
5,3,2,0.6349207081506808,0.7290675989904782,
5,3,3,0.5926740420292108,0.7052200046095667,
5,3,4,0.5207807116064267,0.6246416057477244,
5,3,5,0.40499350435582315,0.5958581216990484,
5,3,6,0.37225355600837257,0.5654410050984499,
5,3,7,0.248614117628508,0.5306731557595623,
5,3,8,0.23685233795195165,0.5098691110967813,
5,3,9,0.2356492593542629,0.49340671330082775,
5,3,10,0.18023232416685508,0.47664895381339073,
5,3,11,0.17466275781688495,0.47108645721262854,
5,3,12,0.18025258161966007,0.4593702268262606,
5,3,13,0.058432691260723035,0.44918076701857373,
5,3,14,0.10394517393306707,0.44127815197018205,
5,3,15,0.11155038504578403,0.43107802136393814,
5,3,16,0.038797941507656336,0.4277753257827723,
5,3,17,0.09465777668042553,0.41913624756858125,
5,3,18,0.0840376105163135,0.39874874904125973,
5,3,19,0.08422198476831558,0.38622740947640394,
5,3,20,0.03037857621305383,0.38462185620629435,
5,4,1,0.7030406209260872,0.7708065889149511,
5,4,2,0.5839497912716196,0.7441154501940147,
5,4,3,0.600047403416702,0.702114194651703,
5,4,4,0.4895025507512946,0.6336989570609896,
5,4,5,0.4188350328349405,0.5977769876757659,
5,4,6,0.39370669171511213,0.5590823424399582,
5,4,7,0.25183270391993495,0.5362458126108525,
5,4,8,0.30244575889203723,0.5063962387782037,
5,4,9,0.1707534900505427,0.495656499841422,
5,4,10,0.17048810158064165,0.4798161720403377,
5,4,11,0.15368206908921653,0.4639084226293646,
5,4,12,0.18168549014970725,0.4617204294564919,
5,4,13,0.12048648847551365,0.4558023894217288,
5,4,14,0.09658343610173327,0.44180218191887355,
5,4,15,0.11879214389771779,0.4313534495577868,
5,4,16,0.09918136718098129,0.41937087143330515,
5,4,17,0.14797627408214648,0.41443100164992913,
5,4,18,0.045764273455758134,0.4025382345378453,
5,4,19,0.018347049926320705,0.39941799734608646,
5,4,20,0.01703887796841697,0.3961665686795283,
5,5,1,0.6851019873915195,0.7751202276723049,
5,5,2,0.6296288673089261,0.7286938043554526,
5,5,3,0.5877723816352504,0.7051820783330804,
5,5,4,0.47169507459596605,0.6421331379194051,
5,5,5,0.3695785280932182,0.6030688074294916,
5,5,6,0.4031374232010872,0.5534328783456214,
5,5,7,0.2434907357598454,0.5367608249065434,
5,5,8,0.2491842586335998,0.5177652829927678,
5,5,9,0.16459596932466106,0.48262986674524166,
5,5,10,0.22408118747007486,0.47492336024288395,
5,5,11,0.24197109104045036,0.46716991317317136,
5,5,12,0.18198085164138547,0.45114119038426526,
5,5,13,0.11703948152749631,0.44031988680869993,
5,5,14,0.06046848842462985,0.42872549656085235,
5,5,15,0.06683027994090214,0.4246439655243383,
5,5,16,0.07223672412453686,0.4203188481747802,
5,5,17,0.14258551968428304,0.40893125194966734,
5,5,18,0.04249723398039642,0.4045258978923893,
5,5,19,0.1503044185140877,0.40218930725703483,
5,5,20,-0.004387924680524501,0.38822626007508526,
