parcel,network,principal_gradient_1,shared,shared_sem_subject,unique_e34_shared,unique_e34_shared_sem_subject,unique_av_shared,unique_av_shared_sem_subject,fine_grained_advantage,fine_grained_advantage_sem_subject,video,video_sem_subject,unique_e34_video,unique_e34_video_sem_subject,unique_av_video,unique_av_video_sem_subject
14,Vis,0.003917310786287712,0.011241423920091354,0.004333964865032276,0.006839735591139551,0.0035256393392960436,0.003360649090488854,0.0027792124848663572,0.0034790865006506964,0.003886047953267763,0.019784331567811363,0.00852880576763187,0.0007751960247379897,0.002538467232880456,0.002315537392388811,0.0020477392746906286
15,Vis,-0.016688741466775174,0.008563294893447138,0.004673814830407553,0.002188405663377968,0.0022173250660463767,0.0007104601799651888,0.0017963510032528787,0.0014779454834127792,0.001463998374070334,0.04299278534431401,0.016539535710699417,-0.0013849944435141205,0.0015495165174103005,0.0007132138915885156,0.0008368699394987006
16,Vis,0.0032937696306503347,0.015491155187864236,0.010666517552609606,-0.0031555298346795714,0.0024677533476726325,0.0004462803901159829,0.0007159724431655182,-0.003601810224795554,0.0024986721474865694,0.008657199987250074,0.016510986035481328,-0.004087330304182513,0.0021486842266155667,0.0006433273654256055,0.0007845245721396502
17,Vis,0.0038730808120274636,0.005349242586313863,0.004031932730902337,0.002633590816250653,0.0019606004647607362,0.0022515707739896975,0.0017463209998945352,0.00038202004226095543,0.0020697667529055754,0.00020311381050051037,0.005242141818741362,-0.0012955230907410798,0.002003658012792375,0.0013342342206027924,0.00110357262192625
18,Vis,-0.015158500660576115,0.02571091672059147,0.002906998705217204,0.005547471133899173,0.0038374738847706466,0.0017134163547501303,0.00231111917114451,0.003834054779149043,0.0032883076823211847,0.0630964469384793,0.014577855501456486,0.00036713670148458277,0.0014332423643329576,0.0011285205706040413,0.0013805498897111852
19,Vis,0.003113790530144228,0.014600062156518167,0.008044194468887024,0.011061100953426273,0.0026208433974085846,0.003825979592062345,0.0032483802720137916,0.007235121361363927,0.0031480131208991152,0.022622380373656138,0.009754355693848424,0.0029241087917926344,0.002423951596611477,0.0023726593287417773,0.002038164965900818
20,Vis,0.004494501433661629,0.01445006296049407,0.008375383501646955,0.0042992151605221185,0.0039048335550404953,0.0038723378644451635,0.003097398755305396,0.00042687729607695515,0.0029333482938350614,0.00896826100012702,0.008624752689896351,7.960274139313661e-05,0.0031656675626946817,0.0021434567114874126,0.0019226283059610196
21,Vis,0.005492144985575163,0.034048994702282044,0.013229988230474016,0.011117880612962594,0.008118694472494085,0.005728547012297969,0.004317726710576436,0.005389333600664625,0.004443334586600374,0.03638284258756701,0.016385348683199793,0.007315577251359029,0.006803120549763598,0.004503238876654647,0.0030143902227164746
22,Vis,0.005673102787660827,0.037110877158339474,0.012137088141738892,0.007411268370352375,0.008566472880063023,0.007156759458616446,0.004915510690191228,0.0002545089117359289,0.004835802759727523,0.033086739664045205,0.01671591418771324,0.00402122014460411,0.006660323143994196,0.004266955743460055,0.002984746642214545
23,Vis,-0.013853547252747681,0.04843441653754037,0.02373276852004945,0.011467907056682125,0.008172638031883065,0.006068834475690399,0.0021939209523084953,0.0053990725809917265,0.006871766534601184,0.07392184990399957,0.028583471218912148,0.0022579583674297464,0.00454548186969679,0.0031930259375023253,0.0017586220207909354
