source,setting,emotion_idx,K,top1_cluster_count,top1_cluster_pct,top3_cluster_pct,entropy,null_mean,p_perm
voxel__sub-02,kmeans_K27,25,27,9,0.08256880733944955,0.21100917431192662,3.133166314542498,3.1689705848693848,0.15686
voxel__sub-02,kmeans_K27,26,27,15,0.13761467889908258,0.3486238532110092,2.895055732277425,3.1689705848693848,0.0
voxel__sub-02,kmeans_K27,27,27,18,0.1651376146788991,0.3394495412844037,2.8735291423418445,3.1689705848693848,0.0
voxel__sub-02,kmeans_K27,28,27,9,0.08256880733944955,0.22018348623853212,3.0960593926871964,3.1689705848693848,0.0332
voxel__sub-02,kmeans_K27,29,27,11,0.10091743119266056,0.24770642201834864,3.0867782713276855,3.1689705848693848,0.02151
voxel__sub-02,kmeans_K27,30,27,20,0.1834862385321101,0.3944954128440367,2.7619858611968597,3.1689705848693848,0.0
voxel__sub-02,kmeans_K27,31,27,10,0.09174311926605505,0.26605504587155965,3.0547466545350037,3.1689705848693848,0.00371
voxel__sub-02,kmeans_K27,32,27,10,0.09174311926605505,0.22018348623853212,3.0654983819132475,3.1689705848693848,0.00688
voxel__sub-02,kmeans_K27,33,27,14,0.12844036697247707,0.27522935779816515,3.0518175421273357,3.1689705848693848,0.00304
voxel__sub-02,kmeans_K50,0,50,10,0.09174311926605505,0.21100917431192662,3.486040889516975,3.6574621200561523,0.00092
voxel__sub-02,kmeans_K50,1,50,7,0.06422018348623854,0.14678899082568808,3.6464140407597356,3.6574621200561523,0.39392
voxel__sub-02,kmeans_K50,2,50,13,0.11926605504587157,0.29357798165137616,3.191946643721937,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,3,50,10,0.09174311926605505,0.2018348623853211,3.3776063439218458,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,4,50,8,0.07339449541284404,0.1926605504587156,3.5114774832989912,3.6574621200561523,0.0034
voxel__sub-02,kmeans_K50,5,50,11,0.10091743119266056,0.25688073394495414,3.3012612983452603,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,6,50,14,0.12844036697247707,0.21100917431192662,3.526247775625583,3.6574621200561523,0.00673
voxel__sub-02,kmeans_K50,7,50,14,0.12844036697247707,0.23853211009174313,3.4617725890072517,3.6574621200561523,0.00023
voxel__sub-02,kmeans_K50,8,50,9,0.08256880733944955,0.21100917431192662,3.439022000246858,3.6574621200561523,7e-05
voxel__sub-02,kmeans_K50,9,50,13,0.11926605504587157,0.26605504587155965,3.3295692062043036,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,10,50,10,0.09174311926605505,0.21100917431192662,3.4456118535280726,3.6574621200561523,0.00011
voxel__sub-02,kmeans_K50,11,50,7,0.06422018348623854,0.1559633027522936,3.6307425970039784,3.6574621200561523,0.28182
voxel__sub-02,kmeans_K50,12,50,13,0.11926605504587157,0.25688073394495414,3.3148439058405446,3.6574621200561523,0.0
